104003/5857;2;330
109107/4889;2;254
109107/4889;2;252
109107/4889;2;258
109107/4889;2;251
109107/4889;2;253
109107/4889;2;256
109107/4889;2;259
109107/4889;2;255
109107/4889;2;257
109107/4889;2;260
135649/7053;2;114
135649/7053;2;112
135649/7053;2;118
135649/7053;2;111
135649/7053;2;113
135649/7053;2;116
135649/7053;2;119
135649/7053;2;115
135649/7053;2;117
135649/7053;2;120
177761/1811;2;294
177761/1811;2;292
177761/1811;2;298
177761/1811;2;291
177761/1811;2;293
177761/1811;2;296
177761/1811;2;299
177761/1811;2;295
177761/1811;2;297
177761/1811;2;300
188602/8793;2;74
188602/8793;2;72
188602/8793;2;78
188602/8793;2;71
188602/8793;2;73
188602/8793;2;76
188602/8793;2;79
188602/8793;2;75
188602/8793;2;77
188602/8793;2;80
201417/8146;2;694
201417/8146;2;692
201417/8146;2;698
201417/8146;2;691
201417/8146;2;693
201417/8146;2;696
201417/8146;2;699
201417/8146;2;695
201417/8146;2;697
201417/8146;2;700
206414/4258;2;554
206414/4258;2;552
206414/4258;2;558
206414/4258;2;551
206414/4258;2;553
206414/4258;2;556
206414/4258;2;559
206414/4258;2;555
206414/4258;2;557
206414/4258;2;560
263905/5231;2;474
263905/5231;2;472
263905/5231;2;478
263905/5231;2;471
263905/5231;2;473
263905/5231;2;476
263905/5231;2;479
263905/5231;2;475
263905/5231;2;477
263905/5231;2;480
327117/3512;2;314
327117/3512;2;312
327117/3512;2;318
327117/3512;2;311
327117/3512;2;313
327117/3512;2;316
327117/3512;2;319
327117/3512;2;315
327117/3512;2;317
327117/3512;2;320
340736/2032;2;194
340736/2032;2;192
340736/2032;2;198
340736/2032;2;191
340736/2032;2;193
340736/2032;2;196
340736/2032;2;199
340736/2032;2;195
340736/2032;2;197
340736/2032;2;200
374319/4593;2;104
374319/4593;2;102
374319/4593;2;108
374319/4593;2;101
374319/4593;2;103
374319/4593;2;106
374319/4593;2;109
374319/4593;2;105
374319/4593;2;107
374319/4593;2;110
470454/4683;2;34
470454/4683;2;32
470454/4683;2;38
470454/4683;2;31
470454/4683;2;33
470454/4683;2;36
470454/4683;2;39
470454/4683;2;35
470454/4683;2;37
470454/4683;2;40
625393/6438;2;84
625393/6438;2;82
625393/6438;2;88
625393/6438;2;81
625393/6438;2;83
625393/6438;2;86
625393/6438;2;89
625393/6438;2;85
625393/6438;2;87
625393/6438;2;90
746173/2557;2;4
746173/2557;2;2
746173/2557;2;8
746173/2557;2;1
746173/2557;2;3
746173/2557;2;6
746173/2557;2;9
746173/2557;2;5
746173/2557;2;7
746173/2557;2;10
780147/9343;2;284
780147/9343;2;282
780147/9343;2;288
780147/9343;2;281
780147/9343;2;283
780147/9343;2;286
780147/9343;2;289
780147/9343;2;285
780147/9343;2;287
780147/9343;2;290
808778/6405;2;14
808778/6405;2;12
808778/6405;2;18
808778/6405;2;11
808778/6405;2;13
808778/6405;2;16
808778/6405;2;19
808778/6405;2;15
808778/6405;2;17
808778/6405;2;20
819230/9765;2;44
819230/9765;2;42
819230/9765;2;48
819230/9765;2;41
819230/9765;2;43
819230/9765;2;46
819230/9765;2;49
819230/9765;2;45
819230/9765;2;47
819230/9765;2;50
946474/4298;2;104
946474/4298;2;102
946474/4298;2;108
946474/4298;2;101
946474/4298;2;103
946474/4298;2;106
946474/4298;2;109
946474/4298;2;105
946474/4298;2;107
946474/4298;2;110
981443/2156;2;294
981443/2156;2;292
981443/2156;2;298
981443/2156;2;291
981443/2156;2;293
981443/2156;2;296
981443/2156;2;299
981443/2156;2;295
981443/2156;2;297
981443/2156;2;300
104584/9036;2;334
104584/9036;2;332
104584/9036;2;338
104584/9036;2;331
104584/9036;2;333
104584/9036;2;336
104584/9036;2;339
104584/9036;2;335
104584/9036;2;337
104584/9036;2;340
169378/4728;5;2334
169378/4728;5;2332
169378/4728;5;2338
169378/4728;5;2331
169378/4728;5;2333
169378/4728;5;2336
169378/4728;5;2339
169378/4728;5;2335
169378/4728;5;2337
169378/4728;5;2340
174504/8065;2;484
174504/8065;2;482
174504/8065;2;488
174504/8065;2;481
174504/8065;2;483
174504/8065;2;486
174504/8065;2;489
174504/8065;2;485
174504/8065;2;487
174504/8065;2;490
176856/6482;2;344
176856/6482;2;342
176856/6482;2;348
176856/6482;2;341
176856/6482;2;343
176856/6482;2;346
176856/6482;2;349
176856/6482;2;345
176856/6482;2;347
176856/6482;2;350
187475/4063;2;204
187475/4063;2;202
187475/4063;2;208
187475/4063;2;201
187475/4063;2;203
187475/4063;2;206
187475/4063;2;209
187475/4063;2;205
187475/4063;2;207
187475/4063;2;210
219199/3229;3;1484
219199/3229;3;1482
219199/3229;3;1488
219199/3229;3;1481
219199/3229;3;1483
219199/3229;3;1486
219199/3229;3;1489
219199/3229;3;1485
219199/3229;3;1487
219199/3229;3;1490
237686/8626;2;954
237686/8626;2;952
237686/8626;2;958
237686/8626;2;951
237686/8626;2;953
237686/8626;2;956
237686/8626;2;959
237686/8626;2;955
237686/8626;2;957
237686/8626;2;960
241680/8067;2;684
241680/8067;2;682
241680/8067;2;688
241680/8067;2;681
241680/8067;2;683
241680/8067;2;686
241680/8067;2;689
241680/8067;2;685
241680/8067;2;687
241680/8067;2;690
244027/8360;2;254
244027/8360;2;252
244027/8360;2;258
244027/8360;2;251
244027/8360;2;253
244027/8360;2;256
244027/8360;2;259
244027/8360;2;255
244027/8360;2;257
244027/8360;2;260
247779/8212;4;1734
247779/8212;4;1732
247779/8212;4;1738
247779/8212;4;1731
247779/8212;4;1733
247779/8212;4;1736
247779/8212;4;1739
247779/8212;4;1735
247779/8212;4;1737
247779/8212;4;1740
258484/3211;2;194
258484/3211;2;192
258484/3211;2;198
258484/3211;2;191
258484/3211;2;193
258484/3211;2;196
258484/3211;2;199
258484/3211;2;195
258484/3211;2;197
258484/3211;2;200
266226/1435;4;1864
266226/1435;4;1862
266226/1435;4;1868
266226/1435;4;1861
266226/1435;4;1863
266226/1435;4;1866
266226/1435;4;1869
266226/1435;4;1865
266226/1435;4;1867
266226/1435;4;1870
269707/2322;2;4
269707/2322;2;2
269707/2322;2;8
269707/2322;2;1
269707/2322;2;3
269707/2322;2;6
269707/2322;2;9
269707/2322;2;5
269707/2322;2;7
269707/2322;2;10
278129/4940;2;24
278129/4940;2;22
278129/4940;2;28
278129/4940;2;21
278129/4940;2;23
278129/4940;2;26
278129/4940;2;29
278129/4940;2;25
278129/4940;2;27
278129/4940;2;30
286422/7244;2;224
286422/7244;2;222
286422/7244;2;228
286422/7244;2;221
286422/7244;2;223
286422/7244;2;226
286422/7244;2;229
286422/7244;2;225
286422/7244;2;227
286422/7244;2;230
323549/8030;3;1094
323549/8030;3;1092
323549/8030;3;1098
323549/8030;3;1091
323549/8030;3;1093
323549/8030;3;1096
323549/8030;3;1099
323549/8030;3;1095
323549/8030;3;1097
323549/8030;3;1100
369611/7588;2;344
369611/7588;2;342
369611/7588;2;348
369611/7588;2;341
369611/7588;2;343
369611/7588;2;346
369611/7588;2;349
369611/7588;2;345
369611/7588;2;347
369611/7588;2;350
490518/6377;2;774
490518/6377;2;772
490518/6377;2;778
490518/6377;2;771
490518/6377;2;773
490518/6377;2;776
490518/6377;2;779
490518/6377;2;775
490518/6377;2;777
490518/6377;2;780
494438/5906;3;1004
494438/5906;3;1002
494438/5906;3;1008
494438/5906;3;1001
494438/5906;3;1003
494438/5906;3;1006
494438/5906;3;1009
494438/5906;3;1005
494438/5906;3;1007
494438/5906;3;1010
575427/8808;2;244
575427/8808;2;242
575427/8808;2;248
575427/8808;2;241
575427/8808;2;243
575427/8808;2;246
575427/8808;2;249
575427/8808;2;245
575427/8808;2;247
575427/8808;2;250
638822/6072;2;134
638822/6072;2;132
638822/6072;2;138
638822/6072;2;131
638822/6072;2;133
638822/6072;2;136
638822/6072;2;139
638822/6072;2;135
638822/6072;2;137
638822/6072;2;140
642800/8343;3;1194
642800/8343;3;1192
642800/8343;3;1198
642800/8343;3;1191
642800/8343;3;1193
642800/8343;3;1196
642800/8343;3;1199
642800/8343;3;1195
642800/8343;3;1197
642800/8343;3;1200
667054/8683;2;664
667054/8683;2;662
667054/8683;2;668
667054/8683;2;661
667054/8683;2;663
667054/8683;2;666
667054/8683;2;669
667054/8683;2;665
667054/8683;2;667
667054/8683;2;670
711054/5234;2;24
711054/5234;2;22
711054/5234;2;28
711054/5234;2;21
711054/5234;2;23
711054/5234;2;26
711054/5234;2;29
711054/5234;2;25
711054/5234;2;27
711054/5234;2;30
714686/9939;2;224
714686/9939;2;222
714686/9939;2;228
714686/9939;2;221
714686/9939;2;223
714686/9939;2;226
714686/9939;2;229
714686/9939;2;225
714686/9939;2;227
714686/9939;2;230
743112/1559;2;354
743112/1559;2;352
743112/1559;2;358
743112/1559;2;351
743112/1559;2;353
743112/1559;2;356
743112/1559;2;359
743112/1559;2;355
743112/1559;2;357
743112/1559;2;360
749997/8281;2;104
749997/8281;2;102
749997/8281;2;108
749997/8281;2;101
749997/8281;2;103
749997/8281;2;106
749997/8281;2;109
749997/8281;2;105
749997/8281;2;107
749997/8281;2;110
773412/5381;2;384
773412/5381;2;382
773412/5381;2;388
773412/5381;2;381
773412/5381;2;383
773412/5381;2;386
773412/5381;2;389
773412/5381;2;385
773412/5381;2;387
773412/5381;2;390
783414/4713;2;64
783414/4713;2;62
783414/4713;2;68
783414/4713;2;61
783414/4713;2;63
783414/4713;2;66
783414/4713;2;69
783414/4713;2;65
783414/4713;2;67
783414/4713;2;70
816433/6160;2;54
816433/6160;2;52
816433/6160;2;58
816433/6160;2;51
816433/6160;2;53
816433/6160;2;56
816433/6160;2;59
816433/6160;2;55
816433/6160;2;57
816433/6160;2;60
885018/4229;7;3044
885018/4229;7;3042
885018/4229;7;3048
885018/4229;7;3041
885018/4229;7;3043
885018/4229;7;3046
885018/4229;7;3049
885018/4229;7;3045
885018/4229;7;3047
885018/4229;7;3050
101230/8972;3;1434
101230/8972;3;1432
101230/8972;3;1438
101230/8972;3;1431
101230/8972;3;1433
101230/8972;3;1436
101230/8972;3;1439
101230/8972;3;1435
101230/8972;3;1437
101230/8972;3;1440
102976/1780;2;424
102976/1780;2;422
102976/1780;2;428
102976/1780;2;421
102976/1780;2;423
102976/1780;2;426
102976/1780;2;429
102976/1780;2;425
102976/1780;2;427
102976/1780;2;430
109532/3348;2;514
109532/3348;2;512
109532/3348;2;518
109532/3348;2;511
109532/3348;2;513
109532/3348;2;516
109532/3348;2;519
109532/3348;2;515
109532/3348;2;517
109532/3348;2;520
113254/8826;2;164
113254/8826;2;162
113254/8826;2;168
113254/8826;2;161
113254/8826;2;163
113254/8826;2;166
113254/8826;2;169
113254/8826;2;165
113254/8826;2;167
113254/8826;2;170
121423/6612;2;74
121423/6612;2;72
121423/6612;2;78
121423/6612;2;71
121423/6612;2;73
121423/6612;2;76
121423/6612;2;79
121423/6612;2;75
121423/6612;2;77
121423/6612;2;80
130082/1958;2;434
130082/1958;2;432
130082/1958;2;438
130082/1958;2;431
130082/1958;2;433
130082/1958;2;436
130082/1958;2;439
130082/1958;2;435
130082/1958;2;437
130082/1958;2;440
137026/7512;2;214
137026/7512;2;212
137026/7512;2;218
137026/7512;2;211
137026/7512;2;213
137026/7512;2;216
137026/7512;2;219
137026/7512;2;215
137026/7512;2;217
137026/7512;2;220
144438/1897;2;674
144438/1897;2;672
144438/1897;2;678
144438/1897;2;671
144438/1897;2;673
144438/1897;2;676
144438/1897;2;679
144438/1897;2;675
144438/1897;2;677
144438/1897;2;680
162572/1429;3;1304
162572/1429;3;1302
162572/1429;3;1308
162572/1429;3;1301
162572/1429;3;1303
162572/1429;3;1306
162572/1429;3;1309
162572/1429;3;1305
162572/1429;3;1307
162572/1429;3;1310
168223/2600;10;4634
168223/2600;10;4632
168223/2600;10;4638
168223/2600;10;4631
168223/2600;10;4633
168223/2600;10;4636
168223/2600;10;4639
168223/2600;10;4635
168223/2600;10;4637
168223/2600;10;4640
169100/8861;8;3654
169100/8861;8;3652
169100/8861;8;3658
169100/8861;8;3651
169100/8861;8;3653
169100/8861;8;3656
169100/8861;8;3659
169100/8861;8;3655
169100/8861;8;3657
169100/8861;8;3660
180050/1135;2;444
180050/1135;2;442
180050/1135;2;448
180050/1135;2;441
180050/1135;2;443
180050/1135;2;446
180050/1135;2;449
180050/1135;2;445
180050/1135;2;447
180050/1135;2;450
190347/7192;3;1174
190347/7192;3;1172
190347/7192;3;1178
190347/7192;3;1171
190347/7192;3;1173
190347/7192;3;1176
190347/7192;3;1179
190347/7192;3;1175
190347/7192;3;1177
190347/7192;3;1180
195356/9172;11;5284
195356/9172;11;5282
195356/9172;11;5288
195356/9172;11;5281
195356/9172;11;5283
195356/9172;11;5286
195356/9172;11;5289
195356/9172;11;5285
195356/9172;11;5287
195356/9172;11;5290
209038/4067;4;1644
209038/4067;4;1642
209038/4067;4;1648
209038/4067;4;1641
209038/4067;4;1643
209038/4067;4;1646
209038/4067;4;1649
209038/4067;4;1645
209038/4067;4;1647
209038/4067;4;1650
210596/1376;2;334
210596/1376;2;332
210596/1376;2;338
210596/1376;2;331
210596/1376;2;333
210596/1376;2;336
210596/1376;2;339
210596/1376;2;335
210596/1376;2;337
210596/1376;2;340
214382/9909;9;4214
214382/9909;9;4212
214382/9909;9;4218
214382/9909;9;4211
214382/9909;9;4213
214382/9909;9;4216
214382/9909;9;4219
214382/9909;9;4215
214382/9909;9;4217
214382/9909;9;4220
221555/5525;2;794
221555/5525;2;792
221555/5525;2;798
221555/5525;2;791
221555/5525;2;793
221555/5525;2;796
221555/5525;2;799
221555/5525;2;795
221555/5525;2;797
221555/5525;2;800
227324/9737;7;3054
227324/9737;7;3052
227324/9737;7;3058
227324/9737;7;3051
227324/9737;7;3053
227324/9737;7;3056
227324/9737;7;3059
227324/9737;7;3055
227324/9737;7;3057
227324/9737;7;3060
228649/3774;7;3354
228649/3774;7;3352
228649/3774;7;3358
228649/3774;7;3351
228649/3774;7;3353
228649/3774;7;3356
228649/3774;7;3359
228649/3774;7;3355
228649/3774;7;3357
228649/3774;7;3360
233728/7181;5;2354
233728/7181;5;2352
233728/7181;5;2358
233728/7181;5;2351
233728/7181;5;2353
233728/7181;5;2356
233728/7181;5;2359
233728/7181;5;2355
233728/7181;5;2357
233728/7181;5;2360
257653/3192;5;2024
257653/3192;5;2022
257653/3192;5;2028
257653/3192;5;2021
257653/3192;5;2023
257653/3192;5;2026
257653/3192;5;2029
257653/3192;5;2025
257653/3192;5;2027
257653/3192;5;2030
261566/8979;2;564
261566/8979;2;562
261566/8979;2;568
261566/8979;2;561
261566/8979;2;563
261566/8979;2;566
261566/8979;2;569
261566/8979;2;565
261566/8979;2;567
261566/8979;2;570
272206/4916;2;834
272206/4916;2;832
272206/4916;2;838
272206/4916;2;831
272206/4916;2;833
272206/4916;2;836
272206/4916;2;839
272206/4916;2;835
272206/4916;2;837
272206/4916;2;840
281171/8250;3;1074
281171/8250;3;1072
281171/8250;3;1078
281171/8250;3;1071
281171/8250;3;1073
281171/8250;3;1076
281171/8250;3;1079
281171/8250;3;1075
281171/8250;3;1077
281171/8250;3;1080
325833/9895;2;154
325833/9895;2;152
325833/9895;2;158
325833/9895;2;151
325833/9895;2;153
325833/9895;2;156
325833/9895;2;159
325833/9895;2;155
325833/9895;2;157
325833/9895;2;160
326781/8958;2;764
326781/8958;2;762
326781/8958;2;768
326781/8958;2;761
326781/8958;2;763
326781/8958;2;766
326781/8958;2;769
326781/8958;2;765
326781/8958;2;767
326781/8958;2;770
361234/9564;2;984
361234/9564;2;982
361234/9564;2;988
361234/9564;2;981
361234/9564;2;983
361234/9564;2;986
361234/9564;2;989
361234/9564;2;985
361234/9564;2;987
361234/9564;2;990
362307/3752;2;944
362307/3752;2;942
362307/3752;2;948
362307/3752;2;941
362307/3752;2;943
362307/3752;2;946
362307/3752;2;949
362307/3752;2;945
362307/3752;2;947
362307/3752;2;950
363537/9565;2;94
363537/9565;2;92
363537/9565;2;98
363537/9565;2;91
363537/9565;2;93
363537/9565;2;96
363537/9565;2;99
363537/9565;2;95
363537/9565;2;97
363537/9565;2;100
405386/6199;2;134
405386/6199;2;132
405386/6199;2;138
405386/6199;2;131
405386/6199;2;133
405386/6199;2;136
405386/6199;2;139
405386/6199;2;135
405386/6199;2;137
405386/6199;2;140
417694/4806;3;1394
417694/4806;3;1392
417694/4806;3;1398
417694/4806;3;1391
417694/4806;3;1393
417694/4806;3;1396
417694/4806;3;1399
417694/4806;3;1395
417694/4806;3;1397
417694/4806;3;1400
423655/6934;2;254
423655/6934;2;252
423655/6934;2;258
423655/6934;2;251
423655/6934;2;253
423655/6934;2;256
423655/6934;2;259
423655/6934;2;255
423655/6934;2;257
423655/6934;2;260
433683/9092;2;214
433683/9092;2;212
433683/9092;2;218
433683/9092;2;211
433683/9092;2;213
433683/9092;2;216
433683/9092;2;219
433683/9092;2;215
433683/9092;2;217
433683/9092;2;220
439965/5343;5;2444
439965/5343;5;2442
439965/5343;5;2448
439965/5343;5;2441
439965/5343;5;2443
439965/5343;5;2446
439965/5343;5;2449
439965/5343;5;2445
439965/5343;5;2447
439965/5343;5;2450
443934/2916;2;304
443934/2916;2;302
443934/2916;2;308
443934/2916;2;301
443934/2916;2;303
443934/2916;2;306
443934/2916;2;309
443934/2916;2;305
443934/2916;2;307
443934/2916;2;310
469686/9696;2;244
469686/9696;2;242
469686/9696;2;248
469686/9696;2;241
469686/9696;2;243
469686/9696;2;246
469686/9696;2;249
469686/9696;2;245
469686/9696;2;247
469686/9696;2;250
482126/7957;3;1054
482126/7957;3;1052
482126/7957;3;1058
482126/7957;3;1051
482126/7957;3;1053
482126/7957;3;1056
482126/7957;3;1059
482126/7957;3;1055
482126/7957;3;1057
482126/7957;3;1060
517767/4543;2;154
517767/4543;2;152
517767/4543;2;158
517767/4543;2;151
517767/4543;2;153
517767/4543;2;156
517767/4543;2;159
517767/4543;2;155
517767/4543;2;157
517767/4543;2;160
547787/7305;2;274
547787/7305;2;272
547787/7305;2;278
547787/7305;2;271
547787/7305;2;273
547787/7305;2;276
547787/7305;2;279
547787/7305;2;275
547787/7305;2;277
547787/7305;2;280
559023/9195;7;3424
559023/9195;7;3422
559023/9195;7;3428
559023/9195;7;3421
559023/9195;7;3423
559023/9195;7;3426
559023/9195;7;3429
559023/9195;7;3425
559023/9195;7;3427
559023/9195;7;3430
567601/2477;2;634
567601/2477;2;632
567601/2477;2;638
567601/2477;2;631
567601/2477;2;633
567601/2477;2;636
567601/2477;2;639
567601/2477;2;635
567601/2477;2;637
567601/2477;2;640
594421/8718;7;3284
594421/8718;7;3282
594421/8718;7;3288
594421/8718;7;3281
594421/8718;7;3283
594421/8718;7;3286
594421/8718;7;3289
594421/8718;7;3285
594421/8718;7;3287
594421/8718;7;3290
611128/9691;2;664
611128/9691;2;662
611128/9691;2;668
611128/9691;2;661
611128/9691;2;663
611128/9691;2;666
611128/9691;2;669
611128/9691;2;665
611128/9691;2;667
611128/9691;2;670
616693/3355;3;1154
616693/3355;3;1152
616693/3355;3;1158
616693/3355;3;1151
616693/3355;3;1153
616693/3355;3;1156
616693/3355;3;1159
616693/3355;3;1155
616693/3355;3;1157
616693/3355;3;1160
627714/4398;2;174
627714/4398;2;172
627714/4398;2;178
627714/4398;2;171
627714/4398;2;173
627714/4398;2;176
627714/4398;2;179
627714/4398;2;175
627714/4398;2;177
627714/4398;2;180
630193/3303;2;814
630193/3303;2;812
630193/3303;2;818
630193/3303;2;811
630193/3303;2;813
630193/3303;2;816
630193/3303;2;819
630193/3303;2;815
630193/3303;2;817
630193/3303;2;820
643377/4152;2;954
643377/4152;2;952
643377/4152;2;958
643377/4152;2;951
643377/4152;2;953
643377/4152;2;956
643377/4152;2;959
643377/4152;2;955
643377/4152;2;957
643377/4152;2;960
656985/5622;2;394
656985/5622;2;392
656985/5622;2;398
656985/5622;2;391
656985/5622;2;393
656985/5622;2;396
656985/5622;2;399
656985/5622;2;395
656985/5622;2;397
656985/5622;2;400
660610/4691;4;1944
660610/4691;4;1942
660610/4691;4;1948
660610/4691;4;1941
660610/4691;4;1943
660610/4691;4;1946
660610/4691;4;1949
660610/4691;4;1945
660610/4691;4;1947
660610/4691;4;1950
670287/9470;2;54
670287/9470;2;52
670287/9470;2;58
670287/9470;2;51
670287/9470;2;53
670287/9470;2;56
670287/9470;2;59
670287/9470;2;55
670287/9470;2;57
670287/9470;2;60
676333/1791;2;944
676333/1791;2;942
676333/1791;2;948
676333/1791;2;941
676333/1791;2;943
676333/1791;2;946
676333/1791;2;949
676333/1791;2;945
676333/1791;2;947
676333/1791;2;950
699943/4877;2;74
699943/4877;2;72
699943/4877;2;78
699943/4877;2;71
699943/4877;2;73
699943/4877;2;76
699943/4877;2;79
699943/4877;2;75
699943/4877;2;77
699943/4877;2;80
706230/6653;2;484
706230/6653;2;482
706230/6653;2;488
706230/6653;2;481
706230/6653;2;483
706230/6653;2;486
706230/6653;2;489
706230/6653;2;485
706230/6653;2;487
706230/6653;2;490
723843/4389;5;2494
723843/4389;5;2492
723843/4389;5;2498
723843/4389;5;2491
723843/4389;5;2493
723843/4389;5;2496
723843/4389;5;2499
723843/4389;5;2495
723843/4389;5;2497
723843/4389;5;2500
725474/8778;9;4054
725474/8778;9;4052
725474/8778;9;4058
725474/8778;9;4051
725474/8778;9;4053
725474/8778;9;4056
725474/8778;9;4059
725474/8778;9;4055
725474/8778;9;4057
725474/8778;9;4060
736597/8840;2;854
736597/8840;2;852
736597/8840;2;858
736597/8840;2;851
736597/8840;2;853
736597/8840;2;856
736597/8840;2;859
736597/8840;2;855
736597/8840;2;857
736597/8840;2;860
761160/5359;6;2884
761160/5359;6;2882
761160/5359;6;2888
761160/5359;6;2881
761160/5359;6;2883
761160/5359;6;2886
761160/5359;6;2889
761160/5359;6;2885
761160/5359;6;2887
761160/5359;6;2890
764700/3737;2;804
764700/3737;2;802
764700/3737;2;808
764700/3737;2;801
764700/3737;2;803
764700/3737;2;806
764700/3737;2;809
764700/3737;2;805
764700/3737;2;807
764700/3737;2;810
771384/6988;5;2374
771384/6988;5;2372
771384/6988;5;2378
771384/6988;5;2371
771384/6988;5;2373
771384/6988;5;2376
771384/6988;5;2379
771384/6988;5;2375
771384/6988;5;2377
771384/6988;5;2380
781862/5865;2;334
781862/5865;2;332
781862/5865;2;338
781862/5865;2;331
781862/5865;2;333
781862/5865;2;336
781862/5865;2;339
781862/5865;2;335
781862/5865;2;337
781862/5865;2;340
789004/3481;2;114
789004/3481;2;112
789004/3481;2;118
789004/3481;2;111
789004/3481;2;113
789004/3481;2;116
789004/3481;2;119
789004/3481;2;115
789004/3481;2;117
789004/3481;2;120
836412/4416;2;614
836412/4416;2;612
836412/4416;2;618
836412/4416;2;611
836412/4416;2;613
836412/4416;2;616
836412/4416;2;619
836412/4416;2;615
836412/4416;2;617
836412/4416;2;620
841998/2329;2;894
841998/2329;2;892
841998/2329;2;898
841998/2329;2;891
841998/2329;2;893
841998/2329;2;896
841998/2329;2;899
841998/2329;2;895
841998/2329;2;897
841998/2329;2;900
855855/6184;5;2104
855855/6184;5;2102
855855/6184;5;2108
855855/6184;5;2101
855855/6184;5;2103
855855/6184;5;2106
855855/6184;5;2109
855855/6184;5;2105
855855/6184;5;2107
855855/6184;5;2110
869657/3147;5;2434
869657/3147;5;2432
869657/3147;5;2438
869657/3147;5;2431
869657/3147;5;2433
869657/3147;5;2436
869657/3147;5;2439
869657/3147;5;2435
869657/3147;5;2437
869657/3147;5;2440
879863/9842;3;1154
879863/9842;3;1152
879863/9842;3;1158
879863/9842;3;1151
879863/9842;3;1153
879863/9842;3;1156
879863/9842;3;1159
879863/9842;3;1155
879863/9842;3;1157
879863/9842;3;1160
944577/2956;2;144
944577/2956;2;142
944577/2956;2;148
944577/2956;2;141
944577/2956;2;143
944577/2956;2;146
944577/2956;2;149
944577/2956;2;145
944577/2956;2;147
944577/2956;2;150
970943/8565;3;1244
970943/8565;3;1242
970943/8565;3;1248
970943/8565;3;1241
970943/8565;3;1243
970943/8565;3;1246
970943/8565;3;1249
970943/8565;3;1245
970943/8565;3;1247
970943/8565;3;1250
972626/9381;2;234
972626/9381;2;232
972626/9381;2;238
972626/9381;2;231
972626/9381;2;233
972626/9381;2;236
972626/9381;2;239
972626/9381;2;235
972626/9381;2;237
972626/9381;2;240
983608/7526;4;1694
983608/7526;4;1692
983608/7526;4;1698
983608/7526;4;1691
983608/7526;4;1693
983608/7526;4;1696
983608/7526;4;1699
983608/7526;4;1695
983608/7526;4;1697
983608/7526;4;1700
989858/6152;3;1084
989858/6152;3;1082
