387919/5747;Radoslav Iglar;20.01.1963 8:56:24;161;2
409528/8432;Anton Florek;29.12.1933 8:59:24;732;2
433886/6300;Darina Liska;22.12.1950 21:13:24;177;2
456161/9784;Sylvia Hruby;14.08.1924 3:46:24;165;2
492251/6664;Nikola Vojtassak;02.01.1940 7:37:24;3;2
542668/4466;Anton Novak;06.03.1952 22:36:24;10;2
577601/2527;Andrej Florek;12.09.2012 17:46:24;31;2
612126/3059;Darina Kocur;25.04.1926 0:18:24;116;2
648648/6176;Darina Vojtassak;26.09.1984 4:03:24;171;2
673811/4684;Michaela Iglar;14.08.1925 19:52:24;68;2
705339/8905;Zuzana Danko;02.05.1944 1:58:24;461;2
735463/6646;Michal Priemerny;21.09.1965 1:08:24;31;2
764092/1450;Anton Danko;16.05.2013 12:16:24;87;2
793551/8486;Peter Fico;24.10.2017 15:49:24;71;2
833925/2378;Natalia Tenky;03.08.2017 1:32:24;27;2
870923/3534;Darina Kocur;30.12.1961 14:53:24;14;2
908137/2216;Nikola Priemerny;02.08.1995 23:47:24;33;2
939445/5343;Zoltan Siroky;11.05.1991 2:01:24
976119/6470;Zuzana Siroky;15.01.1975 7:18:24;22;2
105810/1359;Sylvia Lassak;24.07.1963 21:49:24;213;2
122850/1884;Andrej Danko;06.02.1985 15:10:24;6;2
140564/3500;Darina Prokop;03.08.2014 18:47:24;36;2
151628/2144;Michal Novak;21.09.1923 19:30:24;179;2
165195/1298;Andrej Jurovcik;15.02.2003 23:53:24;51;2
171365/8760;Juraj Liska;23.06.2017 6:45:24;369;2
180785/6304;Jakub Siroky;28.05.2012 17:42:24;2;2
186449/1246;Patricia Kocur;28.03.1934 19:41:24;62;2
195555/1879;Anton Kiska;24.09.2012 6:02:24;193;2
203153/3885;Darina Tenky;31.05.1921 7:22:24;206;2
211804/3942;Lukas Mastny;20.03.2000 23:03:24;276;2
222043/9937;Michaela Novak;28.07.2009 23:13:24;93;2
230943/2517;Gabriela Vysoky;06.06.2007 14:35:24;225;2
235714/2166;Gabriela Nizky;04.08.1943 10:56:24;598;2
242986/1602;Marek Siroky;21.09.1969 6:34:24;271;2
250441/8109;Zaneta Tenky;16.11.2015 14:06:24
260535/4755;Lukas Stevuliak;15.06.1988 13:24:24;163;2
274859/9096;Marek Vysoky;12.08.1968 15:07:24;122;2
292160/4087;Radoslav Prokop;13.07.2011 19:24:24;81;2
308718/8796;Marek Kiska;22.05.1981 21:34:24;11;2
322377/4874;Michal Tenky;31.08.1959 21:46:24;110;2
328725/5296;Natalia Novak;24.03.1938 5:23:24;138;2
338810/2636;Radoslav Prokop;18.03.1978 9:22:24;14;2
349716/7623;Michal Kocur;29.06.1932 1:56:24;922;2
360939/9490;Peter Kiska;10.09.1992 18:34:24
371540/8953;Lukas Liska;25.09.1954 20:56:24;51;2
383277/4733;Jakub Priemerny;29.05.1925 18:37:24;341;2
394753/4500;Gabriela Priemerny;23.07.1947 16:54:24;43;2
404421/1915;Nikola Stevuliak;19.04.1941 6:15:24
413726/7697;Gabriela Siroky;18.04.2011 21:40:24;175;2
427941/6734;Darina Novak;23.01.2002 5:43:24;33;2
439498/7702;Vladimira Tenky;01.10.1955 4:43:24;192;2
450226/5106;Andrej Prokop;25.09.1936 2:06:24;11;2
466270/8535;Michal Jurovcik;10.04.2012 9:58:24;111;2
485816/3569;Michal Iglar;27.07.1949 20:09:24;69;2
501644/5794;Peter Danko;20.07.2004 14:29:24;252;2
529759/4724;Marek Siroky;03.04.1991 20:50:24
550569/1345;Mia Siroky;22.04.1949 14:17:24;135;2
570194/4398;Vladimira Mastny;31.03.1986 3:34:24;21;2
588830/4448;Nikola Vysoky;13.09.1928 9:15:24;472;2
603670/1461;Zoltan Hruby;15.04.1971 18:31:24;52;2
618878/1415;Jakub Jurovcik;17.07.1931 17:51:24;13;2
641253/9291;Michaela Vysoky;14.03.1959 16:36:24;11;2
651159/2261;Nikola Prokop;12.01.1950 17:28:24;123;2
664195/1758;Rastislav Fico;06.10.1952 7:56:24;134;2
680855/5861;Petra Fico;19.02.2002 23:05:24;192;2
696264/7932;Marek Zavodancik;10.07.2016 4:34:24;982;2
712966/1633;Gabriela Lassak;03.10.2013 9:31:24
728971/9556;Petra Stevuliak;03.12.1967 15:59:24;146;2
740718/6598;Zaneta Danko;21.04.1976 17:45:24;193;2
759427/6521;Darina Danko;10.01.1950 2:22:24;204;2
769466/8753;Jakub Danko;26.11.1926 17:50:24;1431;3
785268/2061;Michal Novak;30.04.1956 14:19:24;23;2
805472/9465;Nikola Stevuliak;01.09.1963 14:41:24;13;2
826146/8519;Lukas Siroky;19.07.1979 14:25:24;91;2
840742/9944;Andrej Kocur;27.02.2002 3:05:24;133;2
860551/8136;Andrej Mastny;09.05.1976 19:10:24;393;2
882663/8767;Anton Vysoky;31.03.1989 9:30:24;21;2
899869/9233;Darina Prokop;06.01.1943 3:44:24;2;2
914037/6620;Vladimira Lassak;12.03.1979 22:35:24;240;2
927277/7385;Natalia Novak;06.02.1983 2:25:24;346;2
949769/6723;Nikola Danko;17.03.1996 2:22:24;1169;3
966401/4452;Michal Fico;26.10.2010 6:31:24;42;2
987075/5976;Juraj Danko;11.04.2014 6:49:24;18;2
104003/5857;Michal Vojtassak;25.09.1930 18:11:24;326;2
109107/4889;Mia Lassak;12.08.1925 18:52:24;252;2
117295/7158;Andrej Vysoky;04.07.1989 3:20:24;8;2
126585/7667;Darina Fico;14.07.1944 19:34:24;250;2
135649/7053;Patricia Hruby;17.09.1996 21:43:24;114;2
143587/9703;Michal Vysoky;07.09.1971 6:40:24;20;2
148889/9429;Jakub Nizky;12.08.1992 12:15:24;602;2
154425/1077;Lukas Liska;01.02.1988 5:19:24
161900/5359;Rastislav Tenky;16.02.1984 23:10:24;412;2
166497/7776;Andrej Zavodancik;24.03.1957 9:07:24;477;2
170000/3450;Petra Siroky;18.12.2011 14:02:24;81;2
173285/3546;Peter Tenky;09.03.1985 15:16:24;308;2
177761/1811;Zaneta Novak;20.10.1938 18:59:24;296;2
182814/4976;Rastislav Fico;25.01.2001 16:14:24;524;2
185722/9569;Anton Prokop;02.03.1929 0:16:24;2553;6
188602/8793;Michaela Lassak;02.11.1957 9:53:24;73;2
193626/4400;Zaneta Siroky;30.11.2003 13:41:24;204;2
196905/6789;Marek Iglar;17.03.1924 6:43:24;624;2
201417/8146;Mia Kiska;13.06.2013 9:25:24
206414/4258;Gabriela Florek;18.02.1934 11:05:24;560;2
209838/5142;Michaela Jurovcik;27.08.1978 10:06:24;474;2
215118/7673;Zuzana Prokop;23.12.1968 2:46:24;164;2
220182/8924;Darina Fico;08.02.1949 14:55:24;582;2
224138/8374;Anton Liska;06.10.2011 7:35:24;144;2
228427/6509;Patricia Mastny;21.11.1973 19:14:24;857;2
232597/5584;Zoltan Kocur;09.04.1993 19:48:24;432;2
234076/2617;Juraj Kocur;15.09.1973 5:30:24
236998/5128;Anton Kiska;31.07.1964 14:18:24;226;2
240820/7169;Petra Mastny;23.10.1993 10:25:24;232;2
244656/7944;Zuzana Kocur;04.06.2010 22:12:24;65;2
248663/9808;Zoltan Mastny;14.07.1930 0:31:24;866;2
251429/8608;Zuzana Vojtassak;05.06.1964 10:31:24;448;2
256961/8712;Marek Prokop;18.04.1975 0:10:24;245;2
263905/5231;Gabriela Jurovcik;13.02.1995 2:42:24;477;2
271272/2318;Gabriela Stevuliak;20.03.2007 16:31:24;264;2
280232/2356;Zuzana Stevuliak;02.09.1970 17:53:24;292;2
288557/7219;Anton Prokop;18.07.1978 18:54:24;114;2
295393/2911;Marek Liska;18.07.1952 6:07:24;293;2
302395/2944;Sylvia Priemerny;21.07.1977 20:40:24;215;2
314417/7542;Andrej Danko;24.01.1927 21:14:24;121;2
320385/7326;Lukas Zavodancik;04.09.1967 14:53:24;171;2
324036/2495;Mia Kocur;25.10.2008 13:05:24;342;2
327117/3512;Marek Stevuliak;06.11.1933 15:01:24;318;2
330652/6642;Michaela Lassak;24.01.1993 11:43:24;132;2
335256/5862;Natalia Danko;07.12.1942 21:30:24;663;2
340736/2032;Lukas Vojtassak;03.10.1995 23:50:24;192;2
347307/4776;Vladimira Kocur;28.01.2002 6:23:24;381;2
352475/1338;Peter Mastny;24.06.2017 17:40:24;59;2
357624/4754;Darina Fico;23.03.1951 19:50:24;651;2
362545/4608;Michal Tenky;02.12.1932 4:25:24
368194/1017;Michal Iglar;13.07.2018 17:21:24;91;2
374319/4593;Andrej Novak;23.01.1980 13:05:24;101;2
381471/1128;Zuzana Novak;10.10.1969 3:44:24;612;2
386250/1595;Lukas Prokop;07.05.1998 2:03:24;541;2
391328/5042;Gabriela Nizky;14.12.1919 2:10:24;74;2
396512/9471;Zoltan Zavodancik;02.02.1986 6:39:24;494;2
402767/3870;Andrej Prokop;13.04.2002 4:14:24;42;2
407059/4341;Zaneta Vojtassak;13.12.1971 4:11:24
411698/7776;Vladimira Prokop;02.02.1934 11:58:24;4;2
415113/4975;Darina Priemerny;21.10.1990 3:57:24;775;2
422098/1367;Petra Jurovcik;07.12.1984 20:43:24
431921/7888;Darina Mastny;29.08.1981 21:18:24;183;2
436706/5122;Sylvia Nizky;25.02.2010 7:44:24;32;2
441577/7399;Anton Lassak;13.09.1964 8:40:24;802;2
447052/4400;Andrej Liska;02.10.2016 18:30:24;233;2
453523/8082;Michal Vysoky;12.09.2012 2:33:24
459334/5219;Peter Priemerny;04.04.1955 11:35:24;390;2
470454/4683;Petra Vysoky;04.04.1976 11:40:24
481236/6524;Radoslav Zavodancik;20.12.2007 20:34:24;272;2
489179/1650;Marek Priemerny;22.03.1959 12:13:24;67;2
497096/9323;Gabriela Jurovcik;21.08.1942 16:25:24;281;2
507024/1753;Natalia Priemerny;15.06.2006 5:33:24;64;2
519073/5448;Natalia Novak;28.10.1987 9:59:24;54;2
536280/1960;Zuzana Jurovcik;10.12.1943 21:10:24;263;2
546521/9944;Michaela Fico;04.12.1953 19:29:24;532;2
557944/2574;Zaneta Jurovcik;07.08.1963 14:56:24
566674/9591;Nikola Danko;01.03.1959 11:19:24;101;2
574221/6446;Peter Hruby;31.07.1987 19:46:24;281;2
583530/8869;Vladimira Prokop;01.10.2013 19:03:24;165;2
593759/1470;Marek Prokop;12.09.2013 10:16:24;55;2
600222/4241;Lukas Hruby;05.06.1995 19:33:24;182;2
607740/1304;Darina Liska;24.01.1960 18:01:24;35;2
615933/6237;Michaela Prokop;10.07.1999 0:43:24;205;2
625393/6438;Michal Tenky;23.11.1983 7:31:24;83;2
635481/9934;Rastislav Mastny;04.10.1949 6:46:24;354;2
644292/5420;Anton Mastny;07.02.1991 6:24:24;674;2
649780/8072;Zoltan Siroky;11.07.1930 8:26:24;501;2
652894/7126;Michal Stevuliak;09.12.1934 0:27:24;201;2
659237/7783;Juraj Siroky;19.10.1995 19:36:24;302;2
668937/4049;Gabriela Nizky;23.10.1991 18:52:24;63;2
677501/9908;Zaneta Iglar;10.06.1997 9:02:24;43;2
684811/2921;Jakub Stevuliak;20.05.1935 11:13:24;121;2
691880/8299;Patricia Novak;28.03.1985 12:23:24
700797/9037;Gabriela Priemerny;15.08.1998 7:00:24;152;2
709346/8593;Sylvia Tenky;24.03.1919 1:30:24
717623/3931;Mia Vysoky;02.03.1972 9:51:24;33;2
724502/7451;Jakub Stevuliak;01.10.1932 8:54:24;137;2
731699/3561;Juraj Kiska;18.10.1935 8:01:24;525;2
738276/7091;Juraj Prokop;12.09.2005 12:03:24
746173/2557;Michal Danko;20.02.2005 15:43:24
757225/5334;Petra Vysoky;10.06.1919 23:10:24;53;2
761700/1970;Gabriela Iglar;01.11.1938 14:00:24;322;2
766541/1509;Rastislav Siroky;15.02.1971 13:11:24;382;2
771826/8442;Lukas Prokop;23.11.1975 7:52:24;845;2
780147/9343;Vladimira Iglar;24.02.1970 4:15:24;283;2
789889/3515;Radoslav Mastny;22.12.1943 13:28:24;291;2
799472/9714;Anton Danko;15.11.1938 14:14:24;269;2
808778/6405;Andrej Danko;15.11.1949 16:37:24;14;2
819230/9765;Michal Kocur;05.07.1921 8:24:24
830576/7146;Natalia Hruby;12.01.1960 16:51:24;221;2
837114/8912;Andrej Jurovcik;16.10.1980 10:58:24
845018/3530;Petra Vysoky;17.06.1926 3:42:24
856707/2146;Mia Vysoky;04.04.1937 11:44:24
865767/1217;Vladimira Siroky;01.03.1982 8:57:24;252;2
874711/9334;Patricia Tenky;20.01.1993 23:30:24;23;2
888291/4200;Darina Nizky;05.05.1966 8:04:24;54;2
896881/6029;Michal Jurovcik;08.01.2000 6:51:24;316;2
905374/5576;Sylvia Prokop;15.09.1978 17:28:24;363;2
911043/4294;Michaela Vysoky;21.06.1947 19:02:24
915747/3934;Sylvia Hruby;03.12.1962 5:18:24
922800/4666;Radoslav Fico;17.05.1961 13:09:24;263;2
933366/6073;Peter Florek;02.01.1929 14:29:24
946474/4298;Peter Prokop;10.08.1946 1:48:24;104;2
954653/4952;Juraj Fico;23.03.1987 11:18:24;551;2
961170/5553;Radoslav Prokop;20.01.1952 18:31:24;81;2
971569/6635;Patricia Hruby;17.04.2001 17:47:24;279;2
981443/2156;Radoslav Priemerny;13.06.1938 2:45:24
993868/3944;Darina Priemerny;26.01.1947 20:49:24;113;2
102021/8561;Andrej Zavodancik;21.01.1940 14:08:24;13;2
104584/9036;Zuzana Kiska;15.06.1950 10:34:24;333;2
107114/8933;Jakub Lassak;10.10.2003 20:37:24;266;2
110208/1712;Marek Stevuliak;07.10.1939 13:26:24;17;2
113870/4446;Patricia Zavodancik;14.08.1919 14:10:24;457;2
119799/4525;Patricia Siroky;06.07.1944 12:47:24;662;2
124722/3126;Zuzana Kiska;08.01.1965 5:24:24;1171;3
128828/1497;Marek Mastny;28.09.1965 19:01:24;248;2
132889/7766;Patricia Nizky;16.12.1962 1:15:24;483;2
138396/7737;Michal Kocur;24.04.1992 4:03:24;64;2
141589/5929;Sylvia Vysoky;01.07.1983 5:09:24;76;2
145331/6832;Vladimira Kiska;20.03.2006 6:56:24;915;2
147950/4850;Andrej Vysoky;05.04.1988 2:13:24;533;2
150382/6196;Andrej Priemerny;01.07.1998 10:49:24;2483;5
153627/9734;Marek Siroky;28.03.1980 14:06:24;211;2
157147/7098;Juraj Hruby;12.05.1949 17:39:24;433;2
159765/7344;Anton Kocur;29.07.1952 18:39:24;832;2
163502/5488;Gabriela Florek;10.01.1931 0:43:24;563;2
166028/3845;Patricia Priemerny;25.03.1930 21:36:24;164;2
167596/8178;Darina Mastny;15.05.1968 4:37:24
169378/4728;Petra Nizky;08.12.1962 16:37:24
170915/6199;Juraj Fico;28.10.2018 18:36:24;2417;5
172226/8023;Patricia Priemerny;09.11.1929 23:38:24;598;2
174504/8065;Zuzana Prokop;09.02.1974 13:09:24;487;2
176856/6482;Radoslav Vysoky;12.08.1964 2:24:24
179134/6337;Lukas Prokop;31.01.1941 17:51:24;554;2
182058/4946;Natalia Nizky;06.09.1929 9:55:24;14;2
183286/1648;Mia Lassak;28.10.1983 4:18:24
185097/4965;Vladimira Novak;11.05.1999 15:45:24;813;2
186226/4275;Peter Liska;29.01.1980 12:29:24;1062;3
187475/4063;Marek Kocur;25.02.1945 5:09:24;202;2
189838/8831;Gabriela Iglar;18.05.2002 3:27:24;1215;3
192163/9618;Andrej Florek;28.08.1944 14:25:24;1044;3
195152/6994;Jakub Lassak;09.09.1988 5:42:24;374;2
195968/8762;Michal Zavodancik;30.07.1958 23:12:24;384;2
198261/4704;Gabriela Jurovcik;18.02.1944 1:37:24;562;2
200766/3177;Radoslav Kiska;27.02.2014 16:55:24;1237;3
202006/8503;Zaneta Jurovcik;30.08.2008 8:39:24;248;2
205472/3614;Zaneta Hruby;19.03.2004 0:32:24;76;2
207947/4381;Darina Liska;02.04.1929 2:03:24;1696;4
209242/7712;Jakub Tenky;05.12.1998 20:01:24;2192;5
210947/3923;Rastislav Jurovcik;15.02.1965 22:37:24;591;2
213489/5644;Radoslav Fico;12.01.1947 18:29:24;662;2
216356/7469;Peter Mastny;03.08.1999 3:05:24;237;2
219199/3229;Natalia Prokop;12.03.1935 9:22:24;1482;3
221261/2691;Darina Florek;26.03.1971 22:04:24
223123/3400;Zaneta Iglar;03.07.1992 23:07:24;441;2
225139/4309;Sylvia Florek;08.02.2015 20:14:24;93;2
227718/3775;Petra Hruby;05.09.1990 12:46:24;1021;3
229371/1289;Juraj Liska;19.02.2015 4:50:24;141;2
231959/9079;Zuzana Florek;03.02.1950 3:55:24;279;2
232845/8622;Radoslav Fico;04.03.1985 8:45:24;5873;12
233537/7840;Lukas Nizky;04.01.1956 7:13:24;1001;3
234958/6839;Sylvia Siroky;25.05.1958 16:52:24;2030;5
236291/6304;Peter Mastny;30.11.1919 2:24:24;3082;7
237686/8626;Zaneta Jurovcik;03.08.1938 5:54:24
239433/1234;Zaneta Vojtassak;02.06.1988 5:31:24;253;2
241680/8067;Michaela Liska;09.02.1951 13:53:24;687;2
244027/8360;Andrej Florek;23.11.1990 1:17:24;253;2
246186/4885;Rastislav Danko;05.06.1961 12:35:24;363;2
247779/8212;Michaela Fico;13.01.1925 0:58:24
249518/3052;Andrej Siroky;29.05.1931 2:28:24
251123/1823;Zuzana Stevuliak;17.12.1978 12:18:24;2817;6
252574/9695;Vladimira Florek;30.11.1994 18:42:24;84;2
255217/4519;Zoltan Liska;08.09.1975 9:32:24;351;2
258484/3211;Darina Fico;09.04.1966 22:58:24;200;2
261980/2420;Andrej Siroky;06.03.1972 21:20:24;662;2
266226/1435;Jakub Kiska;27.12.1961 20:31:24;1867;4
269707/2322;Zoltan Zavodancik;28.03.1922 6:13:24;2;2
272970/3492;Jakub Liska;03.01.2014 21:44:24;2232;5
278129/4940;Michaela Siroky;29.11.1972 20:35:24;21;2
282061/7645;Gabriela Kocur;30.09.1969 3:21:24;112;2
286422/7244;Patricia Vojtassak;08.02.1925 20:11:24;221;2
290313/5710;Patricia Danko;09.10.1931 15:08:24;97;2
294124/2555;Nikola Siroky;11.10.1987 20:13:24;133;2
297019/8873;Lukas Kocur;09.02.1974 18:44:24;235;2
299834/4616;Juraj Stevuliak;11.11.1989 18:51:24
305683/4183;Mia Zavodancik;13.08.1940 10:49:24;61;2
311260/5321;Andrej Liska;19.05.1981 16:52:24;122;2
316533/1241;Andrej Novak;06.10.1969 10:01:24;72;2
318842/3120;Nikola Liska;14.12.1977 7:35:24;521;2
321770/4727;Patricia Priemerny;07.05.1994 2:13:24;198;2
323549/8030;Zuzana Hruby;10.07.1968 0:03:24;1095;3
324380/9348;Rastislav Kiska;14.09.2011 16:10:24;1173;3
326346/2014;Radoslav Tenky;05.06.2011 23:12:24;791;2
327737/1824;Patricia Tenky;30.08.2014 18:54:24;791;2
329426/3767;Darina Danko;29.12.1945 21:01:24;684;2
331190/1464;Michaela Danko;16.04.1936 15:34:24
333574/5711;Natalia Vojtassak;14.11.2008 16:44:24
337284/6251;Patricia Kiska;26.09.1972 4:05:24;287;2
339919/8164;Zuzana Nizky;25.11.1985 7:17:24;2031;5
342056/1976;Peter Nizky;07.04.1998 0:31:24;582;2
345460/4782;Patricia Liska;31.12.1982 16:22:24;851;2
348630/9602;Rastislav Vojtassak;20.01.1943 16:58:24;758;2
351286/2385;Juraj Hruby;03.04.1970 18:00:24;184;2
353304/6046;Patricia Liska;09.01.1966 14:34:24;673;2
355985/1859;Marek Zavodancik;06.04.1951 11:52:24;41;2
359423/4521;Juraj Mastny;18.02.1921 21:28:24;1181;3
361792/9166;Zaneta Nizky;05.02.1944 15:07:24;1361;3
363880/8963;Peter Vysoky;31.08.2017 9:07:24
366272/9014;Gabriela Lassak;10.06.1985 10:26:24;492;2
369611/7588;Jakub Siroky;14.10.1933 12:51:24;342;2
373179/8680;Natalia Vojtassak;06.09.1976 17:59:24;471;2
376710/4494;Vladimira Danko;25.05.2006 13:04:24
380686/9784;Radoslav Kocur;04.06.1962 22:33:24;763;2
382556/1810;Zuzana Vojtassak;07.09.1925 13:18:24;191;2
384400/1363;Mia Lassak;16.07.2018 0:21:24;299;2
387288/5749;Juraj Mastny;01.03.1966 15:53:24;793;2
390086/8679;Petra Iglar;01.11.1987 7:53:24;2344;5
393169/7796;Michal Jurovcik;04.11.1946 2:50:24;155;2
395633/8390;Zoltan Vojtassak;05.06.2011 2:52:24;1117;3
398164/5164;Mia Priemerny;22.08.1980 23:51:24;101;2
401634/8330;Lukas Tenky;20.10.1953 19:37:24;1131;3
403816/4955;Jakub Zavodancik;20.04.1961 19:30:24
406181/1314;Jakub Prokop;24.04.1934 13:27:24;222;2
408586/7720;Rastislav Fico;20.01.1952 4:05:24;1712;4
410412/1892;Vladimira Novak;23.08.1991 17:13:24;813;2
412685/1303;Nikola Stevuliak;13.09.1967 14:52:24;601;2
414295/6758;Patricia Vysoky;03.05.1976 6:05:24;1425;3
415747/5806;Patricia Liska;31.08.1966 2:05:24;1002;3
419000/9172;Zaneta Danko;01.01.1938 10:47:24;15;2
425154/9243;Zuzana Tenky;15.07.1938 11:59:24;119;2
430640/7741;Petra Vysoky;29.05.1928 5:59:24;72;2
433044/8191;Marek Mastny;24.05.1931 20:25:24;397;2
435055/2190;Patricia Liska;08.06.1981 3:50:24;1460;3
438024/2863;Sylvia Tenky;20.11.1919 23:55:24;348;2
440516/7819;Jakub Kiska;03.07.1958 1:58:24;159;2
442035/6241;Zoltan Nizky;06.06.1959 20:07:24;42;2
445781/4957;Andrej Liska;27.10.2017 14:16:24;64;2
449128/9386;Vladimira Zavodancik;28.07.2002 4:04:24;3236;7
451793/4665;Michal Hruby;21.08.1985 13:55:24;219;2
454855/9142;Rastislav Fico;21.04.2009 8:27:24;61;2
457338/9214;Zaneta Stevuliak;28.08.2010 1:04:24
462965/3875;Vladimira Vojtassak;19.04.1977 4:39:24;4;2
468969/3545;Jakub Fico;22.01.1985 22:23:24
472509/5043;Peter Tenky;22.12.1953 2:38:24;101;2
479522/6378;Vladimira Zavodancik;18.09.1931 23:37:24
483578/3144;Jakub Hruby;21.05.1964 1:57:24;581;2
487753/4349;Michaela Priemerny;17.07.1964 20:44:24;92;2
490518/6377;Anton Liska;19.08.1926 22:49:24;778;2
494438/5906;Zaneta Mastny;12.01.1937 16:22:24;1002;3
498949/7310;Anton Kocur;25.05.1976 23:11:24;41;2
504653/9717;Radoslav Siroky;16.09.1974 7:47:24
510059/2192;Andrej Nizky;30.12.1925 11:11:24;61;2
516356/9976;Zoltan Mastny;19.01.1945 20:14:24;231;2
524997/7747;Andrej Kiska;11.07.1935 10:41:24;301;2
533816/5519;Juraj Kiska;27.10.1939 9:58:24;482;2
538604/2909;Nikola Vojtassak;01.06.1940 4:52:24;5;2
544467/3379;Zoltan Jurovcik;22.01.1978 18:37:24;462;2
549021/6746;Rastislav Iglar;24.05.1987 11:23:24;377;2
553595/9894;Michal Liska;12.02.1933 8:51:24;253;2
560230/2958;Sylvia Liska;15.11.2012 23:15:24;468;2
563873/2547;Nikola Kiska;24.03.1921 15:59:24;3381;7
567986/4181;Mia Danko;08.06.1946 9:49:24;941;2
572167/2158;Marek Vysoky;02.05.1985 22:54:24;847;2
575427/8808;Vladimira Fico;25.03.1974 12:55:24;246;2
580031/1970;Sylvia Vysoky;01.03.1957 17:42:24;3631;8
585839/7434;Sylvia Jurovcik;31.12.1955 9:05:24;304;2
590920/9868;Andrej Kiska;23.03.2016 20:05:24;496;2
595519/5762;Marek Zavodancik;12.08.1959 15:08:24;524;2
598849/4778;Vladimira Kocur;06.05.1956 10:50:24;1603;4
601431/6335;Zuzana Jurovcik;11.09.2005 3:09:24
605819/8143;Andrej Tenky;21.07.1964 20:06:24;511;2
610362/3239;Petra Jurovcik;03.07.1992 20:49:24
613738/4762;Peter Tenky;12.05.1950 4:18:24;62;2
617345/5947;Petra Novak;20.12.1985 8:05:24;273;2
622342/9558;Natalia Stevuliak;31.08.1939 19:08:24;1033;3
628781/7400;Anton Kiska;28.05.1978 9:34:24;234;2
633655/9704;Andrej Liska;21.02.1995 16:02:24;391;2
638822/6072;Lukas Jurovcik;10.01.1995 13:12:24;133;2
642800/8343;Petra Priemerny;19.04.1982 9:32:24;1199;3
646527/7366;Andrej Iglar;08.05.1950 1:13:24;115;2
648993/4943;Patricia Siroky;13.03.2015 10:56:24;141;2
650404/9791;Darina Kiska;25.04.1925 13:48:24;1845;4
651820/3809;Rastislav Novak;11.04.1997 20:43:24;1423;3
655033/4763;Radoslav Lassak;10.11.1958 17:55:24;227;2
657685/8246;Marek Vysoky;15.10.1960 15:46:24;589;2
661654/1825;Zoltan Siroky;01.08.1969 9:07:24;92;2
667054/8683;Zoltan Nizky;07.08.2004 23:39:24;663;2
671507/6276;Peter Zavodancik;27.12.1989 5:49:24;11;2
675478/7059;Darina Kiska;11.03.1941 4:05:24
679900/5382;Sylvia Jurovcik;18.05.1954 14:47:24;332;2
683522/3701;Michaela Mastny;17.04.1969 3:26:24;475;2
688102/4424;Patricia Jurovcik;27.07.1975 1:13:24;41;2
690331/1146;Patricia Prokop;06.07.1920 6:26:24;405;2
